,country,cases
74453,Paraguay,58259
74479,Spain,1046132
74477,South Africa,712412
74476,Somalia,3897
74475,Solomon Islands,4
74474,Slovenia,19307
74473,Slovakia,37911
74472,Singapore,57951
74478,South Sudan,2876
74385,Guatemala,103902
74250,Afghanistan,40687
74383,Greece,29057
74285,Burundi,553
74286,Cabo Verde,8198
74287,Cambodia,287
74288,Cameroon,21570
74289,Canada,24261
74290,Canada,12554
74291,Canada,0
74292,Canada,13
74293,Canada,3935
74294,Canada,324
74295,Canada,288
74296,Canada,9
74297,Canada,1097
74298,Canada,71140
74284,Burma,42365
74299,Canada,64
74301,Canada,2591
74302,Canada,17
74303,Canada,0
74304,Central African Republic,4862
74305,Chad,1423
74306,Chile,498906
74307,China,991
74308,China,940
74309,China,589
74310,China,429
74311,China,170
74312,China,1904
74313,China,260
74314,China,147
74300,Canada,98226
74315,China,171
74283,Burkina Faso,2433
74281,Brunei,148
74251,Albania,18556
74252,Algeria,55630
74253,Andorra,4038
74254,Angola,8829
74255,Antigua and Barbuda,122
74256,Argentina,1069368
74257,Armenia,73310
74258,Australia,114
74259,Australia,4375
74260,Australia,33
74261,Australia,1167
74262,Australia,487
74263,Australia,230
74264,Australia,20336
74282,Bulgaria,36519
74265,Australia,753
74267,Azerbaijan,48221
74268,Bahamas,6268
74269,Bahrain,79574
74270,Bangladesh,396413
74271,Barbados,226
74272,Belarus,91167
74273,Belgium,287700
74274,Belize,3050
74275,Benin,2557
74276,Bhutan,336
74277,Bolivia,140612
74278,Bosnia and Herzegovina,38493
74279,Botswana,5923
74280,Brazil,5353656
74266,Austria,74415
74316,China,368
74384,Grenada,27
74318,China,1283
74353,Diamond Princess,712
74354,Djibouti,5528
74355,Dominica,37
74356,Dominican Republic,122873
74357,Ecuador,158270
74358,Egypt,106230
74359,El Salvador,32421
74360,Equatorial Guinea,5074
74361,Eritrea,461
74362,Estonia,4300
74363,Eswatini,5831
74364,Ethiopia,92229
74365,Fiji,33
74317,China,948
74352,Denmark,38622
74367,France,10351
74369,France,7329
74370,France,2257
74371,France,4276
74372,France,27
74373,France,5149
74374,France,77
74375,France,16
74376,France,538
74377,France,1048842
74378,Gabon,8919
74379,Gambia,3659
74380,Georgia,24562
74381,Germany,417350
74382,Ghana,47601
74368,France,5797
74351,Denmark,17
74366,Finland,14474
74349,Czechia,238323
74350,Denmark,490
74319,China,5284
74320,China,68139
74321,China,1019
74322,China,275
74323,China,670
74324,China,935
74325,China,157
74326,China,280
74328,China,75
74329,China,18
74330,China,444
74331,China,845
74332,China,1123
74333,China,209
74327,China,46
74335,China,259
74334,China,733
74347,Cuba,6479
74346,Croatia,31717
74345,Cote d'Ivoire,20405
74344,Costa Rica,101826
74343,Congo (Kinshasa),11122
74342,Congo (Brazzaville),5156
74348,Cyprus,3314
74340,Colombia,998942
74339,China,1283
74338,China,211
74337,China,902
74336,China,1
74341,Comoros,517
74702,Mongolia,338
74701,Monaco,296
74700,Moldova,71089
74699,Mexico,886800
74698,Mauritius,435
74697,Mauritania,7663
74694,Mali,3472
74695,Malta,5373
74693,Maldives,11421
74692,Malaysia,25742
74691,Malawi,5887
74703,Montenegro,16629
74696,Marshall Islands,0
74704,Morocco,194461
74720,Pakistan,327895
74706,Namibia,12579
74707,Nepal,155233
74708,Netherlands,4410
74709,Netherlands,150
74710,Netherlands,837
74711,Netherlands,780
74712,Netherlands,281052
74713,New Zealand,1935
74714,Nicaragua,5434
74715,Niger,1215
74716,Nigeria,61930
74717,North Macedonia,26394
74718,Norway,17749
74719,Oman,111837
74705,Mozambique,11895
74690,Madagascar,16968
74657,Guinea-Bissau,2403
74688,Luxembourg,12851
74721,Panama,128515
74658,Guyana,3994
74659,Haiti,9015
74660,Holy See,27
74661,Honduras,92724
74662,Hungary,56098
74663,Iceland,4394
74664,India,7864811
74665,Indonesia,385980
74666,Iran,562705
74667,Iraq,449153
74668,Ireland,56108
74669,Israel,309413
74670,Italy,504509
74671,Jamaica,8670
74672,Japan,96599
74673,Jordan,50750
74687,Lithuania,9578
74686,Liechtenstein,340
74685,Libya,54374
74684,Liberia,1393
74683,Lesotho,1940
74682,Lebanon,69906
74689,MS Zaandam,9
74681,Latvia,4467
74679,Kyrgyzstan,55144
74678,Kuwait,120927
74677,Kosovo,17757
74676,"Korea, South",25836
74675,Kenya,48790
74674,Kazakhstan,110402
74680,Laos,24
74722,Papua New Guinea,583
74755,Syria,5359
74724,Peru,883116
74760,Timor-Leste,29
74761,Togo,2187
74762,Trinidad and Tobago,5503
74763,Tunisia,48799
74764,Turkey,359784
74765,US,8564037
74766,Uganda,11297
74767,Ukraine,347317
74768,United Arab Emirates,123764
74769,United Kingdom,3
74770,United Kingdom,190
74771,United Kingdom,71
74772,United Kingdom,239
74773,United Kingdom,795
74759,Thailand,3736
74774,United Kingdom,13
74776,United Kingdom,348
74777,United Kingdom,13
74778,United Kingdom,701
74779,United Kingdom,854010
74780,Uruguay,2807
74781,Uzbekistan,64923
74782,Vanuatu,0
74783,Venezuela,89142
74784,Vietnam,1160
74785,West Bank and Gaza,49989
74786,Western Sahara,10
74787,Yemen,2060
74788,Zambia,16117
74656,Guinea,11635
74775,United Kingdom,660
74723,Paraguay,59043
74758,Tanzania,509
74756,Taiwan,550
74725,Philippines,367819
74726,Poland,241946
74727,Portugal,116109
74728,Qatar,130965
74729,Romania,205793
74730,Russia,1487260
74731,Rwanda,5060
74732,Saint Kitts and Nevis,19
74733,Saint Lucia,52
74734,Saint Vincent and the Grenadines,73
74735,San Marino,819
74736,Sao Tome and Principe,940
74737,Saudi Arabia,344552
74738,Senegal,15543
74757,Tajikistan,10736
74739,Serbia,38872
74741,Sierra Leone,2345
74742,Singapore,57965
74743,Slovakia,40801
74744,Slovenia,21274
74745,Solomon Islands,4
74746,Somalia,3897
74747,South Africa,714246
74748,South Sudan,2878
74749,Spain,1046132
74750,Sri Lanka,7521
74751,Sudan,13742
74752,Suriname,5166
74753,Sweden,110594
74754,Switzerland,103653
74740,Seychelles,153
74789,Zimbabwe,8269
74655,Guatemala,104632
74653,Greece,29992
74554,Burma,43788
74555,Burundi,555
74556,Cabo Verde,8322
74557,Cambodia,287
74558,Cameroon,21570
74559,Canada,24261
74560,Canada,12554
74561,Canada,0
74562,Canada,13
74563,Canada,4088
74564,Canada,326
74565,Canada,289
74566,Canada,9
74567,Canada,1100
74552,Bulgaria,37562
74568,Canada,71423
74570,Canada,99235
74571,Canada,2669
74572,Canada,20
74573,Canada,0
74574,Central African Republic,4862
74575,Chad,1434
74576,Chile,500542
74577,China,991
74578,China,940
74579,China,589
74580,China,429
74581,China,170
74582,China,1907
74583,China,260
74569,Canada,64
74584,China,147
74551,Brunei,148
74549,Botswana,5923
74654,Grenada,28
74520,Afghanistan,40768
74521,Albania,18858
74522,Algeria,55880
74523,Andorra,4038
74524,Angola,9026
74525,Antigua and Barbuda,124
74526,Argentina,1081336
74527,Armenia,75523
74528,Australia,114
74529,Australia,4382
74530,Australia,33
74531,Australia,1167
74532,Australia,487
74550,Brazil,5380635
74533,Australia,230
74535,Australia,757
74536,Austria,78029
74537,Azerbaijan,49013
74538,Bahamas,6268
74539,Bahrain,79975
74540,Bangladesh,397507
74541,Barbados,227
74542,Belarus,91978
74543,Belgium,305409
74544,Belize,3106
74545,Benin,2557
74546,Bhutan,340
74547,Bolivia,140779
74548,Bosnia and Herzegovina,39758
74534,Australia,20343
74585,China,171
74553,Burkina Faso,2444
74587,China,948
74622,Denmark,39411
74623,Diamond Princess,712
74624,Djibouti,5530
74625,Dominica,38
74626,Dominican Republic,124018
74627,Ecuador,159614
74628,Egypt,106397
74629,El Salvador,32585
74630,Equatorial Guinea,5079
74631,Eritrea,461
74632,Estonia,4351
74633,Eswatini,5847
74634,Ethiopia,92858
74635,Fiji,33
74636,Finland,14652
74637,France,10376
74638,France,5797
74586,China,368
74651,Germany,427808
74650,Georgia,26503
74649,Gambia,3659
74648,Gabon,8919
74647,France,1048842
74621,Denmark,17
74646,France,538
74644,France,77
74643,France,5149
74642,France,27
74641,France,4276
74640,France,2257
74639,France,7329
74645,France,16
74620,Denmark,490
74652,Ghana,47690
74588,China,1283
74589,China,5289
74590,China,68139
74591,China,1019
74592,China,275
74593,China,670
74594,China,935
74595,China,157
74596,China,283
74619,Czechia,250797
74598,China,75
74599,China,18
74600,China,445
74601,China,845
74602,China,1128
74603,China,211
74597,China,46
74605,China,260
74604,China,733
74618,Cyprus,3444
74617,Cuba,6534
74616,Croatia,33959
74614,Costa Rica,103088
74613,Congo (Kinshasa),11143
74615,Cote d'Ivoire,20429
74611,Comoros,517
74610,Colombia,1007711
74609,China,1283
74608,China,211
74607,China,902
74606,China,1
74612,Congo (Brazzaville),5253
74970,Moldova,71503
74974,Morocco,197481
74973,Montenegro,16797
74972,Mongolia,339
74971,Monaco,306
74969,Mexico,891160
74962,Malaysia,26565
74967,Mauritania,7664
74966,Marshall Islands,0
74965,Malta,5498
74964,Mali,3490
74963,Maldives,11505
74968,Mauritius,435
74975,Mozambique,11986
74991,Panama,129200
74977,Nepal,158089
74961,Malawi,5890
74990,Pakistan,328602
74989,Oman,112932
74988,Norway,17909
74987,North Macedonia,26954
74986,Nigeria,61992
74976,Namibia,12660
74985,Niger,1215
74983,New Zealand,1940
74982,Netherlands,291254
74981,Netherlands,784
74980,Netherlands,858
74979,Netherlands,150
74978,Netherlands,4420
74984,Nicaragua,5434
74960,Madagascar,16968
74943,Jordan,53087
74958,Luxembourg,12851
74927,Guinea-Bissau,2403
74928,Guyana,4023
74929,Haiti,9026
74930,Holy See,27
74931,Honduras,93214
74932,Hungary,59247
74933,Iceland,4448
74934,India,7909959
74935,Indonesia,389712
74936,Iran,568896
74937,Iraq,451707
74938,Ireland,57128
74939,Israel,309946
74940,Italy,525782
74959,MS Zaandam,9
74941,Jamaica,8714
74944,Kazakhstan,110542
74945,Kenya,49721
74946,"Korea, South",25955
74947,Kosovo,17943
74948,Kuwait,121635
74949,Kyrgyzstan,55750
74950,Laos,24
74951,Latvia,4678
74952,Lebanon,71390
74953,Lesotho,1940
74954,Liberia,1393
74955,Libya,56013
74956,Liechtenstein,365
74957,Lithuania,10184
74942,Japan,97095
74992,Papua New Guinea,583
74926,Guinea,11635
74994,Peru,888715
75030,Timor-Leste,29
75031,Togo,2200
75032,Trinidad and Tobago,5511
75033,Tunisia,48799
75034,Turkey,361801
75035,US,8625984
75036,Uganda,11443
75037,Ukraine,353723
75038,United Arab Emirates,125123
75039,United Kingdom,3
75040,United Kingdom,190
75041,United Kingdom,71
75042,United Kingdom,239
75043,United Kingdom,795
75029,Thailand,3736
75044,United Kingdom,13
75046,United Kingdom,348
75047,United Kingdom,13
75048,United Kingdom,701
75049,United Kingdom,873800
75050,Uruguay,2851
75051,Uzbekistan,65307
75052,Vanuatu,0
75053,Venezuela,89565
75054,Vietnam,1168
75055,West Bank and Gaza,50442
75056,Western Sahara,10
75057,Yemen,2060
75058,Zambia,16117
75059,Zimbabwe,8276
75045,United Kingdom,667
75028,Tanzania,509
75027,Tajikistan,10776
75026,Taiwan,550
74995,Philippines,370028
74996,Poland,253688
74997,Portugal,118686
74998,Qatar,131170
74999,Romania,209648
75000,Russia,1503652
75001,Rwanda,5066
75002,Saint Kitts and Nevis,19
75003,Saint Lucia,54
75004,Saint Vincent and the Grenadines,73
75005,San Marino,819
75006,Sao Tome and Principe,940
75007,Saudi Arabia,344875
75008,Senegal,15551
75009,Serbia,39486
75010,Seychelles,153
75011,Sierra Leone,2346
75025,Syria,5408
75024,Switzerland,103653
75023,Sweden,110594
75022,Suriname,5170
75021,Sudan,13742
75020,Sri Lanka,7872
74993,Paraguay,59594
75019,Spain,1046132
75017,South Africa,715868
75016,Somalia,3941
75015,Solomon Islands,4
75014,Slovenia,22950
75013,Slovakia,43843
75012,Singapore,57970
75018,South Sudan,2883
74925,Guatemala,104787
74790,Afghanistan,40833
74923,Greece,30782
74825,Burundi,557
74826,Cabo Verde,8396
74827,Cambodia,287
74828,Cameroon,21570
74829,Canada,24261
74830,Canada,12554
74831,Canada,0
74832,Canada,13
74833,Canada,4249
74834,Canada,328
74835,Canada,290
74836,Canada,9
74837,Canada,1100
74838,Canada,73143
74824,Burma,44774
74839,Canada,64
74841,Canada,2729
74842,Canada,20
74843,Canada,0
74844,Central African Republic,4862
74845,Chad,1437
74846,Chile,502063
74847,China,991
74848,China,940
74849,China,589
74850,China,430
74851,China,170
74852,China,1908
74853,China,260
74854,China,147
74840,Canada,100114
74855,China,171
74823,Burkina Faso,2451
74821,Brunei,148
74791,Albania,19157
74792,Algeria,56143
74793,Andorra,4038
74794,Angola,9381
74795,Antigua and Barbuda,124
74796,Argentina,1090589
74797,Armenia,77837
74798,Australia,114
74799,Australia,4386
74800,Australia,33
74801,Australia,1167
74802,Australia,491
74803,Australia,230
74804,Australia,20342
74822,Bulgaria,37889
74805,Australia,762
74807,Azerbaijan,49959
74808,Bahamas,6410
74809,Bahrain,80255
74810,Bangladesh,398815
74811,Barbados,227
74812,Belarus,92823
74813,Belgium,321031
74814,Belize,3145
74815,Benin,2557
74816,Bhutan,342
74817,Bolivia,140853
74818,Bosnia and Herzegovina,40893
74819,Botswana,5923
74820,Brazil,5394128
74806,Austria,80811
74856,China,369
74924,Grenada,28
74858,China,1283
74893,Diamond Princess,712
74894,Djibouti,5536
74895,Dominica,38
74896,Dominican Republic,124527
74897,Ecuador,161635
74898,Egypt,106540
74899,El Salvador,32585
74900,Equatorial Guinea,5079
74901,Eritrea,461
74902,Estonia,4411
74903,Eswatini,5854
74904,Ethiopia,93343
74905,Fiji,33
74907,France,10376
74908,France,5859
74909,France,7329
74910,France,2257
74911,France,4276
74912,France,27
74913,France,5149
74914,France,77
74915,France,16
74916,France,538
74917,France,1048842
74918,Gabon,8919
74919,Gambia,3660
74920,Georgia,28431
74921,Germany,437698
74922,Ghana,47690
74892,Denmark,40356
74891,Denmark,17
74906,Finland,14848
74889,Czechia,258097
74890,Denmark,490
74860,China,68139
74861,China,1019
74862,China,277
74863,China,670
74864,China,935
74865,China,157
74866,China,283
74867,China,46
74868,China,75
74869,China,18
74870,China,444
74871,China,845
74872,China,1139
74873,China,212
74859,China,5295
74857,China,948
74874,China,734
74887,Cuba,6566
74886,Croatia,36380
74885,Cote d'Ivoire,20470
74884,Costa Rica,103088
74883,Congo (Kinshasa),11143
74882,Congo (Brazzaville),5253
74888,Cyprus,3545
74880,Colombia,1015885
74879,China,1283
74878,China,211
74877,China,902
74876,China,1
74875,China,260
74881,Comoros,517
75242,Mongolia,340
75241,Monaco,310
75240,Moldova,71811
75239,Mexico,895326
75238,Mauritius,439
75235,Malta,5578
75236,Marshall Islands,0
75234,Mali,3499
75233,Maldives,11532
75232,Malaysia,27805
75231,Malawi,5894
75243,Montenegro,16909
75237,Mauritania,7677
75244,Morocco,199745
75230,Madagascar,16968
75246,Namibia,12675
75247,Nepal,159830
75248,Netherlands,4422
75249,Netherlands,150
75250,Netherlands,873
75251,Netherlands,789
75253,New Zealand,1941
75254,Nicaragua,5434
75255,Niger,1215
75256,Nigeria,62111
75257,North Macedonia,27199
75258,Norway,18342
75259,Oman,113354
75260,Pakistan,329375
75245,Mozambique,12161
75252,Netherlands,301597
75197,Guinea-Bissau,2403
75227,Lithuania,10949
75261,Panama,129751
75198,Guyana,4026
75199,Haiti,9026
75200,Holy See,27
75201,Honduras,93966
75202,Hungary,61563
75203,Iceland,4504
75204,India,7946429
75205,Indonesia,392934
75206,Iran,574856
75207,Iraq,455398
75208,Ireland,58067
75209,Israel,310851
75210,Italy,542789
75229,MS Zaandam,9
75211,Jamaica,8749
75213,Jordan,55055
75214,Kazakhstan,110684
75215,Kenya,49997
75216,"Korea, South",26043
75217,Kosovo,17943
75218,Kuwait,122317
75219,Kyrgyzstan,56170
75220,Laos,24
75221,Latvia,4757
75222,Lebanon,72186
75223,Lesotho,1943
75224,Liberia,1416
75225,Libya,57223
75226,Liechtenstein,402
75212,Japan,97503
75262,Papua New Guinea,588
75295,Syria,5461
75264,Peru,888715
75300,Timor-Leste,30
75301,Togo,2204
75302,Trinidad and Tobago,5535
75303,Tunisia,52399
75304,Turkey,363999
75305,US,8691979
75306,Uganda,11557
75307,Ukraine,359348
75308,United Arab Emirates,126234
75309,United Kingdom,3
75310,United Kingdom,193
75311,United Kingdom,71
75312,United Kingdom,239
75313,United Kingdom,796
75299,Thailand,3746
75314,United Kingdom,13
75316,United Kingdom,351
75317,United Kingdom,13
75318,United Kingdom,701
75319,United Kingdom,894690
75320,Uruguay,2872
75321,Uzbekistan,65667
75322,Vanuatu,0
75323,Venezuela,90047
75324,Vietnam,1169
75325,West Bank and Gaza,50952
75326,Western Sahara,10
75327,Yemen,2060
75328,Zambia,16200
75329,Zimbabwe,8303
75315,United Kingdom,670
75298,Tanzania,509
75297,Tajikistan,10819
75296,Taiwan,550
75265,Philippines,371630
75266,Poland,263929
75267,Portugal,121133
75268,Qatar,131432
75269,Romania,212492
75270,Russia,1520800
75271,Rwanda,5073
75272,Saint Kitts and Nevis,19
75273,Saint Lucia,63
75274,Saint Vincent and the Grenadines,73
75275,San Marino,852
75276,Sao Tome and Principe,941
75277,Saudi Arabia,345232
75278,Senegal,15565
75279,Serbia,39827
75280,Seychelles,153
75281,Sierra Leone,2346
75196,Guinea,11635
75294,Switzerland,121093
75293,Sweden,110594
75292,Suriname,5180
75291,Sudan,13747
75290,Sri Lanka,8413
75263,Paraguay,60109
75289,Spain,1098320
75287,South Africa,716759
75286,Somalia,3941
75285,Solomon Islands,4
75284,Slovenia,24080
75283,Slovakia,45155
75282,Singapore,57973
75288,South Sudan,2883
75195,Guatemala,104894
75228,Luxembourg,14399
75193,Greece,31496
75094,Burma,46200
75095,Burundi,557
75096,Cabo Verde,8423
75097,Cambodia,288
75098,Cameroon,21793
75099,Canada,25733
75100,Canada,13371
75101,Canada,0
75102,Canada,13
75103,Canada,4349
75104,Canada,331
75105,Canada,291
75106,Canada,9
75107,Canada,1101
75093,Burkina Faso,2459
75108,Canada,73984
75110,Canada,100922
75111,Canada,2783
75112,Canada,22
75113,Canada,0
75114,Central African Republic,4863
75115,Chad,1441
75116,Chile,503598
75117,China,991
75118,China,941
75119,China,589
75120,China,431
75121,China,170
75122,China,1909
75123,China,260
75109,Canada,64
75124,China,147
75092,Bulgaria,40132
75090,Brazil,5409854
75060,Afghanistan,40937
75061,Albania,19445
75062,Algeria,56419
75063,Andorra,4325
75064,Angola,9644
75065,Antigua and Barbuda,124
75066,Argentina,1102301
75067,Armenia,78810
75068,Australia,114
75069,Australia,4398
75070,Australia,33
75071,Australia,1167
75072,Australia,494
75073,Australia,230
75091,Brunei,148
75074,Australia,20341
75076,Austria,83267
75077,Azerbaijan,50486
75078,Bahamas,6410
75079,Bahrain,80533
75080,Bangladesh,400251
75081,Barbados,233
75082,Belarus,93707
75083,Belgium,333718
75084,Belize,3145
75085,Benin,2557
75086,Bhutan,342
75087,Bolivia,140952
75088,Bosnia and Herzegovina,41596
75089,Botswana,6283
75075,Australia,762
75125,China,171
75194,Grenada,28
75127,China,949
75163,Diamond Princess,712
75164,Djibouti,5541
75165,Dominica,38
75166,Dominican Republic,124843
75167,Ecuador,162178
75168,Egypt,106707
75169,El Salvador,32925
75170,Equatorial Guinea,5079
75171,Eritrea,461
75172,Estonia,4428
75173,Eswatini,5863
75174,Ethiopia,93707
75126,China,371
75176,Finland,14970
75162,Denmark,41412
75177,France,10385
75179,France,7474
75180,France,2257
75181,France,4321
75182,France,27
75183,France,5361
75184,France,83
75185,France,16
75186,France,542
75187,France,1172754
75188,Gabon,8937
75189,Gambia,3665
75190,Georgia,30303
75191,Germany,450258
75192,Ghana,47775
75178,France,6431
75161,Denmark,17
75175,Fiji,33
75159,Czechia,268370
75160,Denmark,490
75129,China,5303
75130,China,68139
75131,China,1019
75132,China,278
75133,China,670
75134,China,935
75135,China,157
75136,China,283
75137,China,46
75138,China,75
75139,China,18
75140,China,447
75141,China,846
75142,China,1142
75128,China,1283
75144,China,736
75143,China,212
75157,Cuba,6595
75156,Croatia,37208
75155,Cote d'Ivoire,20486
75154,Costa Rica,104460
75153,Congo (Kinshasa),11174
75152,Congo (Brazzaville),5253
75158,Cyprus,3636
75150,Colombia,1025052
75149,China,1283
75148,China,211
75147,China,902
75146,China,1
75145,China,260
75151,Comoros,517
75512,Mongolia,340
75511,Monaco,320
75510,Moldova,72460
75509,Mexico,901268
75508,Mauritius,439
75505,Malta,5685
75506,Marshall Islands,0
75504,Mali,3515
75503,Maldives,11567
75502,Malaysia,28640
75501,Malawi,5897
75513,Montenegro,17091
75507,Mauritania,7680
75514,Morocco,203733
75522,Netherlands,311889
75516,Namibia,12729
75517,Nepal,160400
75518,Netherlands,4437
75519,Netherlands,150
75520,Netherlands,884
75521,Netherlands,792
75523,New Zealand,1943
75524,Nicaragua,5514
75525,Niger,1218
75526,Nigeria,62224
75527,North Macedonia,27827
75528,Norway,18666
75529,Oman,113820
75530,Pakistan,330200
75515,Mozambique,12273
75500,Madagascar,16968
75467,Guinea-Bissau,2403
75498,Luxembourg,14884
75531,Panama,130422
75468,Guyana,4061
75469,Haiti,9040
75470,Holy See,27
75471,Honduras,94623
75472,Hungary,63642
75473,Iceland,4574
75474,India,7990322
75475,Indonesia,396454
75476,Iran,581824
75477,Iraq,459908
75478,Ireland,58767
75479,Israel,311724
75480,Italy,564778
75481,Jamaica,8787
75482,Japan,98146
75483,Jordan,58855
75497,Lithuania,11362
75496,Liechtenstein,428
75495,Libya,57975
75494,Liberia,1419
75493,Lesotho,1947
75492,Lebanon,73995
75499,MS Zaandam,9
75491,Latvia,4893
75489,Kyrgyzstan,56738
75488,Kuwait,123092
75487,Kosovo,17943
75486,"Korea, South",26146
75485,Kenya,50833
75484,Kazakhstan,110832
75490,Laos,24
75532,Papua New Guinea,588
75565,Syria,5528
75534,Peru,890574
75570,Timor-Leste,30
75571,Togo,2229
75572,Trinidad and Tobago,5568
75573,Tunisia,52399
75574,Turkey,366208
75575,US,8767572
75576,Uganda,11621
75577,Ukraine,366233
75578,United Arab Emirates,127624
75579,United Kingdom,3
75580,United Kingdom,194
75581,United Kingdom,71
75582,United Kingdom,239
75583,United Kingdom,822
75569,Thailand,3759
75584,United Kingdom,13
75586,United Kingdom,352
75587,United Kingdom,13
75588,United Kingdom,703
75589,United Kingdom,917575
75590,Uruguay,2916
75591,Uzbekistan,65881
75592,Vanuatu,0
75593,Venezuela,90400
75594,Vietnam,1172
75595,West Bank and Gaza,51528
75596,Western Sahara,10
75597,Yemen,2060
75598,Zambia,16243
75466,Guinea,11819
75585,United Kingdom,679
75533,Paraguay,60557
75568,Tanzania,509
75566,Taiwan,550
75535,Philippines,373144
75536,Poland,280229
75537,Portugal,124432
75538,Qatar,131689
75539,Romania,217216
75540,Russia,1537142
75541,Rwanda,5084
75542,Saint Kitts and Nevis,19
75543,Saint Lucia,65
75544,Saint Vincent and the Grenadines,74
75545,San Marino,852
75546,Sao Tome and Principe,941
75547,Saudi Arabia,345631
75548,Senegal,15571
75567,Tajikistan,10860
75549,Serbia,40880
75551,Sierra Leone,2350
75552,Singapore,57980
75553,Slovakia,46056
75554,Slovenia,25603
75555,Solomon Islands,8
75556,Somalia,3941
75557,South Africa,717851
75558,South Sudan,2890
75559,Spain,1116738
75560,Sri Lanka,8870
75561,Sudan,13747
75562,Suriname,5187
75563,Sweden,115785
75564,Switzerland,127042
75550,Seychelles,153
75599,Zimbabwe,8315
75465,Guatemala,105571
75463,Greece,32752
75364,Burma,47666
75365,Burundi,558
75366,Cabo Verde,8472
75367,Cambodia,290
75368,Cameroon,21793
75369,Canada,26155
75370,Canada,13588
75371,Canada,0
75372,Canada,13
75373,Canada,4532
75374,Canada,334
75375,Canada,291
75376,Canada,9
75377,Canada,1102
75363,Burkina Faso,2466
75378,Canada,74867
75380,Canada,101885
75381,Canada,2841
75382,Canada,22
75383,Canada,0
75384,Central African Republic,4863
75385,Chad,1460
75386,Chile,504525
75387,China,991
75388,China,941
75389,China,589
75390,China,431
75391,China,170
75392,China,1911
75393,China,260
75379,Canada,64
75394,China,147
75362,Bulgaria,42701
75360,Brazil,5439641
75330,Afghanistan,41032
75331,Albania,19729
75332,Algeria,56706
75333,Andorra,4410
75334,Angola,9871
75335,Antigua and Barbuda,124
75336,Argentina,1116609
75337,Armenia,80410
75338,Australia,114
75339,Australia,4406
75340,Australia,33
75341,Australia,1169
75342,Australia,494
75343,Australia,230
75361,Brunei,148
75344,Australia,20342
75346,Austria,86102
75347,Azerbaijan,51149
75348,Bahamas,6502
75349,Bahrain,80765
75350,Bangladesh,401586
75351,Barbados,233
75352,Belarus,94609
75353,Belgium,347289
75354,Belize,3200
75355,Benin,2557
75356,Bhutan,345
75357,Bolivia,141124
75358,Bosnia and Herzegovina,43151
75359,Botswana,6283
75345,Australia,765
75395,China,171
75464,Grenada,28
75397,China,949
75433,Diamond Princess,712
75434,Djibouti,5544
75435,Dominica,38
75436,Dominican Republic,125008
75437,Ecuador,163192
75438,Egypt,106877
75439,El Salvador,32925
75440,Equatorial Guinea,5083
75441,Eritrea,461
75442,Estonia,4465
75443,Eswatini,5875
75444,Ethiopia,94218
75396,China,372
75446,Finland,15163
75432,Denmark,42157
75447,France,10397
75449,France,7474
75450,France,3552
75451,France,4321
75452,France,27
75453,France,5361
75454,France,83
75455,France,16
75456,France,566
75457,France,1206014
75458,Gabon,8937
75459,Gambia,3666
75460,Georgia,32127
75461,Germany,463419
75462,Ghana,47775
75448,France,6431
75431,Denmark,17
75445,Fiji,33
75429,Czechia,284033
75430,Denmark,494
75399,China,5308
75400,China,68139
75401,China,1019
75402,China,279
75403,China,670
75404,China,935
75405,China,157
75406,China,283
75407,China,46
75408,China,75
75409,China,18
75410,China,453
75411,China,846
75412,China,1149
75398,China,1284
75414,China,737
75413,China,212
75427,Cuba,6678
75426,Croatia,38621
75425,Cote d'Ivoire,20488
75424,Costa Rica,105322
75423,Congo (Kinshasa),11191
75422,Congo (Brazzaville),5253
75428,Cyprus,3817
75420,Colombia,1033218
75419,China,1283
75418,China,211
75417,China,924
75416,China,1
75415,China,261
75421,Comoros,517
75781,Monaco,337
75780,Moldova,73321
75779,Mexico,906863
75778,Mauritius,439
75777,Mauritania,7688
75774,Mali,3530
75775,Malta,5760
75773,Maldives,11591
75772,Malaysia,29441
75771,Malawi,5904
75770,Madagascar,16968
75782,Mongolia,340
75776,Marshall Islands,2
75783,Montenegro,17392
75791,Netherlands,805
75785,Mozambique,12415
75786,Namibia,12806
75787,Nepal,162354
75788,Netherlands,4455
75789,Netherlands,150
75790,Netherlands,907
75792,Netherlands,319991
75793,New Zealand,1949
75794,Nicaragua,5514
75795,Niger,1218
75796,Nigeria,62371
75797,North Macedonia,28697
75798,Norway,19069
75799,Oman,114434
75784,Morocco,207718
75769,MS Zaandam,9
75736,Guinea,11819
75767,Lithuania,12138
75800,Pakistan,331108
75737,Guinea-Bissau,2403
75738,Guyana,4074
75739,Haiti,9046
75740,Holy See,27
75741,Honduras,95199
75742,Hungary,65933
75743,Iceland,4671
75744,India,8040203
75745,Indonesia,400483
75746,Iran,588648
75747,Iraq,463951
75748,Ireland,59434
75749,Israel,312550
75750,Italy,589766
75751,Jamaica,8851
75752,Japan,98877
75766,Liechtenstein,450
75765,Libya,58874
75764,Liberia,1419
75763,Lesotho,1947
75762,Lebanon,75845
75761,Latvia,5144
75768,Luxembourg,15659
75760,Laos,24
75758,Kuwait,123906
75757,Kosovo,18626
75756,"Korea, South",26271
75755,Kenya,51851
75754,Kazakhstan,111100
75753,Jordan,61942
75759,Kyrgyzstan,57276
75801,Panama,131247
75835,Syria,5580
75803,Paraguay,61290
75840,Timor-Leste,30
